customerid,customername,customersegment,country,city
4007,Customer 4007,Segment C,Country B,City B
4008,Customer 4008,Segment A,Country C,City E
4009,Customer 4009,Segment B,Country C,City A
4010,Customer 4010,Segment A,Country C,City A
4011,Customer 4011,Segment B,Country B,City B
4012,Customer 4012,Segment C,Country C,City D
4013,Customer 4013,Segment A,Country A,City A
4014,Customer 4014,Segment A,Country B,City B
4015,Customer 4015,Segment B,Country A,City B
4016,Customer 4016,Segment A,Country B,City C
4017,Customer 4017,Segment C,Country B,City D
4018,Customer 4018,Segment C,Country A,City C
4019,Customer 4019,Segment B,Country B,City B
4020,Customer 4020,Segment B,Country A,City D
4021,Customer 4021,Segment B,Country A,City A
4022,Customer 4022,Segment B,Country C,City E
4023,Customer 4023,Segment C,Country C,City D
4024,Customer 4024,Segment C,Country A,City D
4025,Customer 4025,Segment A,Country A,City A
4026,Customer 4026,Segment C,Country B,City A
4027,Customer 4027,Segment A,Country C,City B
4028,Customer 4028,Segment A,Country A,City A
4029,Customer 4029,Segment A,Country B,City D
4030,Customer 4030,Segment A,Country B,City B
4031,Customer 4031,Segment B,Country C,City E
4032,Customer 4032,Segment B,Country A,City B
4033,Customer 4033,Segment B,Country C,City A
4034,Customer 4034,Segment B,Country B,City D
4035,Customer 4035,Segment B,Country B,City E
4036,Customer 4036,Segment C,Country B,City D
4037,Customer 4037,Segment C,Country B,City A
4038,Customer 4038,Segment A,Country C,City B
4039,Customer 4039,Segment B,Country A,City A
4040,Customer 4040,Segment C,Country C,City B
4041,Customer 4041,Segment B,Country A,City D
4042,Customer 4042,Segment C,Country A,City C
4043,Customer 4043,Segment C,Country B,City E
4044,Customer 4044,Segment C,Country A,City D
4045,Customer 4045,Segment C,Country A,City C
4046,Customer 4046,Segment A,Country A,City A
4047,Customer 4047,Segment C,Country B,City A
4048,Customer 4048,Segment C,Country A,City C
4049,Customer 4049,Segment C,Country A,City E
4050,Customer 4050,Segment C,Country C,City A
4051,Customer 4051,Segment B,Country C,City D
4052,Customer 4052,Segment A,Country B,City E
4053,Customer 4053,Segment C,Country C,City A
4054,Customer 4054,Segment A,Country A,City C
4055,Customer 4055,Segment B,Country B,City A
4056,Customer 4056,Segment B,Country C,City E
4057,Customer 4057,Segment A,Country B,City C
4058,Customer 4058,Segment B,Country A,City C
4059,Customer 4059,Segment B,Country B,City E
4060,Customer 4060,Segment C,Country A,City B
4061,Customer 4061,Segment C,Country B,City E
4062,Customer 4062,Segment A,Country B,City C
4063,Customer 4063,Segment B,Country C,City A
4064,Customer 4064,Segment C,Country C,City D
4065,Customer 4065,Segment B,Country C,City A
4066,Customer 4066,Segment C,Country B,City C
4067,Customer 4067,Segment A,Country B,City C
4068,Customer 4068,Segment A,Country A,City D
4069,Customer 4069,Segment B,Country C,City B
4070,Customer 4070,Segment A,Country A,City E
4071,Customer 4071,Segment C,Country C,City A
4072,Customer 4072,Segment B,Country B,City C
4073,Customer 4073,Segment C,Country C,City B
4074,Customer 4074,Segment C,Country B,City C
4075,Customer 4075,Segment B,Country C,City D
4076,Customer 4076,Segment A,Country A,City A
4077,Customer 4077,Segment B,Country C,City E
4078,Customer 4078,Segment A,Country C,City A
4079,Customer 4079,Segment B,Country C,City D
4080,Customer 4080,Segment B,Country A,City B
4081,Customer 4081,Segment A,Country B,City C
4082,Customer 4082,Segment B,Country A,City D
4083,Customer 4083,Segment A,Country C,City C
4084,Customer 4084,Segment C,Country A,City D
4085,Customer 4085,Segment B,Country B,City E
4086,Customer 4086,Segment C,Country C,City C
4087,Customer 4087,Segment B,Country A,City C
4088,Customer 4088,Segment A,Country A,City C
4089,Customer 4089,Segment C,Country B,City C
4090,Customer 4090,Segment A,Country C,City E
4091,Customer 4091,Segment A,Country B,City B
4092,Customer 4092,Segment A,Country B,City C
4093,Customer 4093,Segment A,Country B,City A
4094,Customer 4094,Segment A,Country A,City A
4095,Customer 4095,Segment C,Country B,City D
4096,Customer 4096,Segment C,Country B,City B
4097,Customer 4097,Segment C,Country A,City B
4098,Customer 4098,Segment A,Country C,City B
4099,Customer 4099,Segment A,Country B,City B
4100,Customer 4100,Segment B,Country C,City A
4101,Customer 4101,Segment B,Country C,City B
4102,Customer 4102,Segment C,Country C,City B
4103,Customer 4103,Segment B,Country B,City B
4104,Customer 4104,Segment C,Country C,City A
4105,Customer 4105,Segment C,Country A,City B
4106,Customer 4106,Segment B,Country C,City B
4107,Customer 4107,Segment B,Country A,City D
4108,Customer 4108,Segment C,Country A,City C
4109,Customer 4109,Segment C,Country C,City D
4110,Customer 4110,Segment B,Country A,City C
4111,Customer 4111,Segment B,Country A,City C
4112,Customer 4112,Segment C,Country A,City A
4113,Customer 4113,Segment B,Country C,City E
4114,Customer 4114,Segment B,Country A,City D
4115,Customer 4115,Segment C,Country A,City D
4116,Customer 4116,Segment C,Country B,City C
4117,Customer 4117,Segment B,Country C,City E
4118,Customer 4118,Segment B,Country C,City B
4119,Customer 4119,Segment B,Country A,City C
4120,Customer 4120,Segment C,Country B,City E
4121,Customer 4121,Segment A,Country B,City C
4122,Customer 4122,Segment A,Country B,City B
4123,Customer 4123,Segment B,Country C,City B
4124,Customer 4124,Segment B,Country C,City B
4125,Customer 4125,Segment A,Country C,City B
4126,Customer 4126,Segment C,Country A,City C
4127,Customer 4127,Segment B,Country A,City E
4128,Customer 4128,Segment C,Country B,City B
4129,Customer 4129,Segment C,Country A,City E
4130,Customer 4130,Segment C,Country B,City C
4131,Customer 4131,Segment A,Country C,City B
4132,Customer 4132,Segment B,Country C,City C
4133,Customer 4133,Segment B,Country C,City B
4134,Customer 4134,Segment B,Country B,City E
4135,Customer 4135,Segment B,Country A,City C
4136,Customer 4136,Segment A,Country B,City D
4137,Customer 4137,Segment B,Country A,City C
4138,Customer 4138,Segment B,Country C,City B
4139,Customer 4139,Segment A,Country A,City A
4140,Customer 4140,Segment A,Country C,City A
4141,Customer 4141,Segment B,Country C,City A
4142,Customer 4142,Segment B,Country C,City A
4143,Customer 4143,Segment A,Country A,City D
4144,Customer 4144,Segment A,Country C,City B
4145,Customer 4145,Segment A,Country C,City B
4146,Customer 4146,Segment C,Country B,City C
4147,Customer 4147,Segment B,Country B,City C
4148,Customer 4148,Segment A,Country A,City C
4149,Customer 4149,Segment A,Country C,City A
4150,Customer 4150,Segment C,Country B,City C
4151,Customer 4151,Segment A,Country A,City D
4152,Customer 4152,Segment C,Country B,City E
4153,Customer 4153,Segment A,Country B,City E
4154,Customer 4154,Segment B,Country A,City C
4155,Customer 4155,Segment B,Country C,City A
4156,Customer 4156,Segment B,Country A,City C
4157,Customer 4157,Segment B,Country B,City B
4158,Customer 4158,Segment A,Country A,City E
4159,Customer 4159,Segment B,Country A,City B
4160,Customer 4160,Segment B,Country B,City A
4161,Customer 4161,Segment A,Country A,City C
4162,Customer 4162,Segment C,Country A,City E
4163,Customer 4163,Segment A,Country A,City A
4164,Customer 4164,Segment A,Country C,City D
4165,Customer 4165,Segment C,Country B,City C
4166,Customer 4166,Segment C,Country A,City B
4167,Customer 4167,Segment A,Country C,City C
4168,Customer 4168,Segment C,Country B,City E
4169,Customer 4169,Segment C,Country A,City D
4170,Customer 4170,Segment A,Country A,City B
4171,Customer 4171,Segment C,Country B,City E
4172,Customer 4172,Segment A,Country B,City E
4173,Customer 4173,Segment A,Country B,City D
4174,Customer 4174,Segment C,Country C,City C
4175,Customer 4175,Segment A,Country C,City A
4176,Customer 4176,Segment A,Country C,City E
4177,Customer 4177,Segment B,Country A,City B
4178,Customer 4178,Segment B,Country A,City B
4179,Customer 4179,Segment B,Country B,City E
4180,Customer 4180,Segment C,Country A,City A
4181,Customer 4181,Segment B,Country C,City A
4182,Customer 4182,Segment C,Country C,City B
4183,Customer 4183,Segment C,Country C,City C
4184,Customer 4184,Segment B,Country A,City A
4185,Customer 4185,Segment B,Country C,City D
4186,Customer 4186,Segment A,Country C,City E
4187,Customer 4187,Segment B,Country C,City E
4188,Customer 4188,Segment A,Country C,City A
4189,Customer 4189,Segment A,Country A,City A
4190,Customer 4190,Segment A,Country C,City D
4191,Customer 4191,Segment B,Country A,City D
4192,Customer 4192,Segment B,Country C,City D
4193,Customer 4193,Segment B,Country B,City D
4194,Customer 4194,Segment A,Country C,City C
4195,Customer 4195,Segment A,Country A,City D
4196,Customer 4196,Segment B,Country A,City A
4197,Customer 4197,Segment A,Country B,City E
4198,Customer 4198,Segment B,Country B,City B
4199,Customer 4199,Segment A,Country B,City D
4200,Customer 4200,Segment A,Country A,City A
4201,Customer 4201,Segment C,Country B,City D
4202,Customer 4202,Segment A,Country C,City A
4203,Customer 4203,Segment B,Country B,City E
4204,Customer 4204,Segment C,Country C,City C
4205,Customer 4205,Segment B,Country A,City C
4206,Customer 4206,Segment B,Country B,City C
4207,Customer 4207,Segment B,Country B,City B
4208,Customer 4208,Segment B,Country C,City A
4209,Customer 4209,Segment A,Country B,City D
4210,Customer 4210,Segment A,Country B,City D
4211,Customer 4211,Segment A,Country A,City C
4212,Customer 4212,Segment C,Country B,City E
4213,Customer 4213,Segment A,Country C,City A
4214,Customer 4214,Segment A,Country A,City E
4215,Customer 4215,Segment C,Country C,City A
4216,Customer 4216,Segment B,Country C,City B
4217,Customer 4217,Segment A,Country A,City A
4218,Customer 4218,Segment B,Country C,City E
4219,Customer 4219,Segment B,Country C,City B
4220,Customer 4220,Segment A,Country B,City C
4221,Customer 4221,Segment C,Country C,City D
4222,Customer 4222,Segment B,Country C,City A
4223,Customer 4223,Segment A,Country A,City E
4224,Customer 4224,Segment B,Country A,City B
4225,Customer 4225,Segment C,Country C,City A
4226,Customer 4226,Segment B,Country A,City C
4227,Customer 4227,Segment C,Country A,City C
4228,Customer 4228,Segment C,Country C,City B
4229,Customer 4229,Segment A,Country A,City D
4230,Customer 4230,Segment A,Country C,City C
4231,Customer 4231,Segment C,Country A,City C
4232,Customer 4232,Segment C,Country B,City B
4233,Customer 4233,Segment A,Country A,City C
4234,Customer 4234,Segment B,Country C,City D
4235,Customer 4235,Segment B,Country A,City E
4236,Customer 4236,Segment C,Country B,City C
4237,Customer 4237,Segment B,Country A,City A
4238,Customer 4238,Segment B,Country C,City A
4239,Customer 4239,Segment C,Country C,City D
4240,Customer 4240,Segment B,Country B,City E
4241,Customer 4241,Segment C,Country C,City B
4242,Customer 4242,Segment B,Country A,City D
4243,Customer 4243,Segment C,Country B,City B
4244,Customer 4244,Segment A,Country A,City E
4245,Customer 4245,Segment C,Country A,City A
4246,Customer 4246,Segment B,Country B,City A
4247,Customer 4247,Segment C,Country B,City B
4248,Customer 4248,Segment A,Country C,City C
4249,Customer 4249,Segment B,Country A,City C
4250,Customer 4250,Segment A,Country B,City B
4251,Customer 4251,Segment C,Country A,City B
4252,Customer 4252,Segment A,Country A,City C
4253,Customer 4253,Segment A,Country A,City D
4254,Customer 4254,Segment A,Country A,City B
4255,Customer 4255,Segment C,Country C,City D
4256,Customer 4256,Segment A,Country B,City D
4257,Customer 4257,Segment B,Country B,City A
4258,Customer 4258,Segment B,Country B,City C
4259,Customer 4259,Segment C,Country C,City D
4260,Customer 4260,Segment A,Country A,City B
4261,Customer 4261,Segment C,Country B,City A
4262,Customer 4262,Segment C,Country B,City D
4263,Customer 4263,Segment B,Country B,City C
4264,Customer 4264,Segment A,Country C,City A
4265,Customer 4265,Segment C,Country B,City E
4266,Customer 4266,Segment B,Country B,City E
4267,Customer 4267,Segment A,Country A,City C
4268,Customer 4268,Segment C,Country B,City C
4269,Customer 4269,Segment A,Country C,City E
4270,Customer 4270,Segment B,Country A,City E
4271,Customer 4271,Segment C,Country C,City C
4272,Customer 4272,Segment C,Country A,City A
4273,Customer 4273,Segment C,Country C,City E
4274,Customer 4274,Segment C,Country C,City C
4275,Customer 4275,Segment C,Country A,City A
4276,Customer 4276,Segment C,Country C,City B
4277,Customer 4277,Segment A,Country B,City E
4278,Customer 4278,Segment B,Country B,City B
4279,Customer 4279,Segment C,Country B,City A
4280,Customer 4280,Segment B,Country A,City C
4281,Customer 4281,Segment C,Country B,City E
4282,Customer 4282,Segment A,Country C,City A
4283,Customer 4283,Segment B,Country A,City C
4284,Customer 4284,Segment B,Country B,City B
4285,Customer 4285,Segment B,Country A,City B
4286,Customer 4286,Segment C,Country B,City D
4287,Customer 4287,Segment A,Country C,City B
4288,Customer 4288,Segment A,Country B,City E
4289,Customer 4289,Segment B,Country B,City C
4290,Customer 4290,Segment B,Country B,City B
4291,Customer 4291,Segment B,Country A,City D
4292,Customer 4292,Segment C,Country C,City A
4293,Customer 4293,Segment C,Country B,City D
4294,Customer 4294,Segment B,Country C,City E
4295,Customer 4295,Segment A,Country A,City A
4296,Customer 4296,Segment B,Country A,City D
4297,Customer 4297,Segment C,Country A,City C
4298,Customer 4298,Segment A,Country A,City E
4299,Customer 4299,Segment A,Country C,City E
4300,Customer 4300,Segment B,Country C,City A
4301,Customer 4301,Segment C,Country C,City B
4302,Customer 4302,Segment C,Country A,City C
4303,Customer 4303,Segment A,Country A,City A
4304,Customer 4304,Segment B,Country C,City D
4305,Customer 4305,Segment A,Country B,City E
4306,Customer 4306,Segment C,Country C,City D
4307,Customer 4307,Segment C,Country B,City B
4308,Customer 4308,Segment A,Country A,City A
4309,Customer 4309,Segment B,Country B,City B
4310,Customer 4310,Segment A,Country A,City A
4311,Customer 4311,Segment B,Country A,City C
4312,Customer 4312,Segment C,Country C,City A
4313,Customer 4313,Segment A,Country C,City B
4314,Customer 4314,Segment C,Country C,City A
4315,Customer 4315,Segment B,Country A,City E
4316,Customer 4316,Segment A,Country A,City A
4317,Customer 4317,Segment A,Country B,City A
4318,Customer 4318,Segment C,Country C,City D
4319,Customer 4319,Segment A,Country C,City C
4320,Customer 4320,Segment C,Country C,City D
4321,Customer 4321,Segment C,Country A,City E
4322,Customer 4322,Segment A,Country B,City B
4323,Customer 4323,Segment B,Country A,City A
4324,Customer 4324,Segment B,Country A,City B
4325,Customer 4325,Segment A,Country B,City E
4326,Customer 4326,Segment C,Country B,City A
4327,Customer 4327,Segment A,Country B,City C
4328,Customer 4328,Segment A,Country B,City D
4329,Customer 4329,Segment B,Country C,City E
4330,Customer 4330,Segment C,Country A,City D
4331,Customer 4331,Segment C,Country A,City A
4332,Customer 4332,Segment A,Country A,City C
4333,Customer 4333,Segment A,Country A,City D
4334,Customer 4334,Segment A,Country C,City C
4335,Customer 4335,Segment A,Country C,City B
4336,Customer 4336,Segment B,Country A,City A
4337,Customer 4337,Segment C,Country B,City B
4338,Customer 4338,Segment C,Country B,City E
4339,Customer 4339,Segment C,Country C,City A
4340,Customer 4340,Segment B,Country C,City E
4341,Customer 4341,Segment B,Country B,City A
4342,Customer 4342,Segment C,Country C,City A
4343,Customer 4343,Segment B,Country C,City E
4344,Customer 4344,Segment C,Country A,City B
4345,Customer 4345,Segment B,Country A,City C
4346,Customer 4346,Segment A,Country C,City E
4347,Customer 4347,Segment A,Country C,City D
4348,Customer 4348,Segment B,Country B,City D
4349,Customer 4349,Segment B,Country B,City C
4350,Customer 4350,Segment A,Country B,City A
4351,Customer 4351,Segment A,Country B,City B
4352,Customer 4352,Segment C,Country B,City D
4353,Customer 4353,Segment C,Country B,City C
4354,Customer 4354,Segment B,Country C,City C
4355,Customer 4355,Segment C,Country B,City D
4356,Customer 4356,Segment C,Country A,City E
4357,Customer 4357,Segment B,Country A,City C
4358,Customer 4358,Segment C,Country C,City D
4359,Customer 4359,Segment B,Country A,City A
4360,Customer 4360,Segment A,Country C,City D
4361,Customer 4361,Segment A,Country B,City A
4362,Customer 4362,Segment B,Country A,City E
4363,Customer 4363,Segment C,Country C,City D
4364,Customer 4364,Segment A,Country C,City D
4365,Customer 4365,Segment A,Country A,City B
4366,Customer 4366,Segment C,Country A,City B
4367,Customer 4367,Segment C,Country A,City B
4368,Customer 4368,Segment B,Country A,City C
4369,Customer 4369,Segment A,Country B,City A
4370,Customer 4370,Segment B,Country B,City B
4371,Customer 4371,Segment C,Country B,City C
4372,Customer 4372,Segment B,Country A,City A
4373,Customer 4373,Segment A,Country A,City E
4374,Customer 4374,Segment A,Country C,City C
4375,Customer 4375,Segment C,Country C,City C
4376,Customer 4376,Segment B,Country C,City A
4377,Customer 4377,Segment B,Country B,City B
4378,Customer 4378,Segment A,Country A,City A
4379,Customer 4379,Segment B,Country B,City B
4380,Customer 4380,Segment C,Country C,City D
4381,Customer 4381,Segment C,Country B,City C
4382,Customer 4382,Segment B,Country C,City B
4383,Customer 4383,Segment C,Country C,City C
4384,Customer 4384,Segment B,Country C,City A
4385,Customer 4385,Segment C,Country B,City D
4386,Customer 4386,Segment A,Country C,City E
4387,Customer 4387,Segment C,Country C,City E
4388,Customer 4388,Segment A,Country A,City A
4389,Customer 4389,Segment B,Country B,City B
4390,Customer 4390,Segment A,Country B,City B
4391,Customer 4391,Segment C,Country B,City B
4392,Customer 4392,Segment A,Country B,City B
4393,Customer 4393,Segment A,Country A,City B
4394,Customer 4394,Segment B,Country C,City A
4395,Customer 4395,Segment A,Country B,City A
4396,Customer 4396,Segment B,Country C,City B
4397,Customer 4397,Segment C,Country A,City C
4398,Customer 4398,Segment A,Country A,City B
4399,Customer 4399,Segment C,Country C,City B
4400,Customer 4400,Segment A,Country C,City E
4401,Customer 4401,Segment A,Country C,City D
4402,Customer 4402,Segment C,Country C,City E
4403,Customer 4403,Segment C,Country A,City C
4404,Customer 4404,Segment A,Country B,City E
4405,Customer 4405,Segment B,Country A,City B
4406,Customer 4406,Segment A,Country B,City C
4407,Customer 4407,Segment B,Country A,City E
4408,Customer 4408,Segment C,Country C,City A
4409,Customer 4409,Segment B,Country C,City D
4410,Customer 4410,Segment B,Country C,City E
4411,Customer 4411,Segment A,Country A,City E
4412,Customer 4412,Segment A,Country C,City E
4413,Customer 4413,Segment A,Country A,City D
4414,Customer 4414,Segment B,Country B,City A
4415,Customer 4415,Segment A,Country A,City C
4416,Customer 4416,Segment C,Country A,City B
4417,Customer 4417,Segment A,Country B,City D
4418,Customer 4418,Segment B,Country C,City B
4419,Customer 4419,Segment C,Country C,City D
4420,Customer 4420,Segment B,Country A,City E
4421,Customer 4421,Segment B,Country A,City B
4422,Customer 4422,Segment A,Country C,City D
4423,Customer 4423,Segment A,Country C,City E
4424,Customer 4424,Segment A,Country A,City A
4425,Customer 4425,Segment C,Country B,City A
4426,Customer 4426,Segment C,Country A,City C
4427,Customer 4427,Segment B,Country A,City A
4428,Customer 4428,Segment B,Country B,City E
4429,Customer 4429,Segment A,Country A,City E
4430,Customer 4430,Segment A,Country B,City B
4431,Customer 4431,Segment C,Country C,City E
4432,Customer 4432,Segment B,Country C,City D
4433,Customer 4433,Segment A,Country A,City B
4434,Customer 4434,Segment C,Country A,City E
4435,Customer 4435,Segment B,Country C,City A
4436,Customer 4436,Segment A,Country C,City A
4437,Customer 4437,Segment C,Country B,City E
4438,Customer 4438,Segment B,Country B,City D
4439,Customer 4439,Segment B,Country A,City A
4440,Customer 4440,Segment C,Country A,City B
4441,Customer 4441,Segment A,Country B,City B
4442,Customer 4442,Segment C,Country C,City C
4443,Customer 4443,Segment B,Country B,City E
4444,Customer 4444,Segment C,Country B,City B
4445,Customer 4445,Segment A,Country A,City D
4446,Customer 4446,Segment C,Country B,City C
4447,Customer 4447,Segment C,Country B,City D
4448,Customer 4448,Segment C,Country C,City E
4449,Customer 4449,Segment A,Country C,City D
4450,Customer 4450,Segment C,Country B,City E
4451,Customer 4451,Segment A,Country C,City D
4452,Customer 4452,Segment A,Country A,City E
4453,Customer 4453,Segment A,Country A,City B
4454,Customer 4454,Segment B,Country A,City A
4455,Customer 4455,Segment C,Country A,City B
4456,Customer 4456,Segment A,Country B,City A
4457,Customer 4457,Segment C,Country C,City D
4458,Customer 4458,Segment A,Country C,City D
4459,Customer 4459,Segment C,Country A,City C
4460,Customer 4460,Segment C,Country A,City D
4461,Customer 4461,Segment A,Country A,City E
4462,Customer 4462,Segment C,Country C,City E
4463,Customer 4463,Segment C,Country B,City A
4464,Customer 4464,Segment B,Country C,City E
4465,Customer 4465,Segment A,Country C,City A
4466,Customer 4466,Segment A,Country A,City B
4467,Customer 4467,Segment A,Country C,City D
4468,Customer 4468,Segment A,Country B,City B
4469,Customer 4469,Segment C,Country C,City C
4470,Customer 4470,Segment A,Country C,City B
4471,Customer 4471,Segment A,Country A,City C
4472,Customer 4472,Segment A,Country C,City A
4473,Customer 4473,Segment A,Country C,City A
4474,Customer 4474,Segment A,Country C,City D
4475,Customer 4475,Segment A,Country C,City A
4476,Customer 4476,Segment C,Country B,City A
4477,Customer 4477,Segment B,Country B,City A
4478,Customer 4478,Segment C,Country B,City D
4479,Customer 4479,Segment A,Country A,City D
4480,Customer 4480,Segment A,Country C,City B
4481,Customer 4481,Segment C,Country C,City C
4482,Customer 4482,Segment C,Country B,City C
4483,Customer 4483,Segment A,Country A,City D
4484,Customer 4484,Segment A,Country C,City B
4485,Customer 4485,Segment C,Country A,City E
4486,Customer 4486,Segment A,Country C,City E
4487,Customer 4487,Segment A,Country B,City E
4488,Customer 4488,Segment A,Country A,City D
4489,Customer 4489,Segment B,Country C,City A
4490,Customer 4490,Segment C,Country B,City E
4491,Customer 4491,Segment A,Country A,City B
4492,Customer 4492,Segment C,Country A,City C
4493,Customer 4493,Segment C,Country A,City D
4494,Customer 4494,Segment B,Country A,City E
4495,Customer 4495,Segment A,Country A,City B
4496,Customer 4496,Segment C,Country B,City C
4497,Customer 4497,Segment B,Country A,City D
4498,Customer 4498,Segment C,Country B,City A
4499,Customer 4499,Segment C,Country A,City A
4500,Customer 4500,Segment A,Country B,City C
4501,Customer 4501,Segment C,Country B,City A
4502,Customer 4502,Segment A,Country C,City C
4503,Customer 4503,Segment A,Country C,City A
4504,Customer 4504,Segment B,Country B,City B
4505,Customer 4505,Segment B,Country C,City A
4506,Customer 4506,Segment A,Country C,City B
4507,Customer 4507,Segment B,Country C,City C
4508,Customer 4508,Segment C,Country C,City B
4509,Customer 4509,Segment B,Country B,City D
4510,Customer 4510,Segment B,Country C,City C
4511,Customer 4511,Segment A,Country C,City C
4512,Customer 4512,Segment A,Country B,City E
4513,Customer 4513,Segment B,Country C,City C
4514,Customer 4514,Segment B,Country A,City A
4515,Customer 4515,Segment A,Country C,City A
4516,Customer 4516,Segment C,Country A,City A
4517,Customer 4517,Segment A,Country A,City B
4518,Customer 4518,Segment B,Country A,City A
4519,Customer 4519,Segment B,Country C,City C
4520,Customer 4520,Segment C,Country B,City E
4521,Customer 4521,Segment C,Country A,City C
4522,Customer 4522,Segment B,Country C,City B
4523,Customer 4523,Segment A,Country C,City A
4524,Customer 4524,Segment C,Country C,City B
4525,Customer 4525,Segment A,Country C,City B
4526,Customer 4526,Segment C,Country B,City C
4527,Customer 4527,Segment A,Country C,City E
4528,Customer 4528,Segment C,Country A,City B
4529,Customer 4529,Segment B,Country B,City B
4530,Customer 4530,Segment B,Country A,City C
4531,Customer 4531,Segment A,Country B,City D
4532,Customer 4532,Segment A,Country C,City E
4533,Customer 4533,Segment C,Country B,City A
4534,Customer 4534,Segment C,Country C,City A
4535,Customer 4535,Segment C,Country A,City B
4536,Customer 4536,Segment B,Country A,City E
4537,Customer 4537,Segment B,Country C,City D
4538,Customer 4538,Segment C,Country C,City E
4539,Customer 4539,Segment A,Country B,City C
4540,Customer 4540,Segment B,Country C,City A
4541,Customer 4541,Segment C,Country A,City B
4542,Customer 4542,Segment C,Country C,City A
4543,Customer 4543,Segment A,Country C,City A
4544,Customer 4544,Segment A,Country C,City B
4545,Customer 4545,Segment B,Country A,City E
4546,Customer 4546,Segment C,Country C,City B
4547,Customer 4547,Segment B,Country A,City C
4548,Customer 4548,Segment B,Country A,City A
4549,Customer 4549,Segment C,Country A,City E
4550,Customer 4550,Segment B,Country A,City E
4551,Customer 4551,Segment A,Country B,City A
4552,Customer 4552,Segment B,Country C,City B
4553,Customer 4553,Segment A,Country C,City E
4554,Customer 4554,Segment C,Country B,City D
4555,Customer 4555,Segment A,Country B,City B
4556,Customer 4556,Segment C,Country B,City D
4557,Customer 4557,Segment A,Country C,City E
4558,Customer 4558,Segment C,Country A,City A
4559,Customer 4559,Segment C,Country A,City E
4560,Customer 4560,Segment A,Country B,City E
4561,Customer 4561,Segment B,Country B,City C
4562,Customer 4562,Segment A,Country C,City E
4563,Customer 4563,Segment C,Country B,City A
4564,Customer 4564,Segment A,Country C,City D
4565,Customer 4565,Segment C,Country C,City A
4566,Customer 4566,Segment B,Country B,City D
4567,Customer 4567,Segment A,Country C,City D
4568,Customer 4568,Segment A,Country B,City A
4569,Customer 4569,Segment A,Country A,City D
4570,Customer 4570,Segment A,Country A,City C
4571,Customer 4571,Segment B,Country C,City B
4572,Customer 4572,Segment C,Country B,City C
4573,Customer 4573,Segment A,Country C,City E
4574,Customer 4574,Segment B,Country C,City E
4575,Customer 4575,Segment B,Country C,City A
4576,Customer 4576,Segment A,Country C,City A
4577,Customer 4577,Segment A,Country C,City B
4578,Customer 4578,Segment C,Country A,City A
4579,Customer 4579,Segment C,Country B,City E
4580,Customer 4580,Segment B,Country B,City B
4581,Customer 4581,Segment C,Country C,City C
4582,Customer 4582,Segment B,Country A,City C
4583,Customer 4583,Segment A,Country A,City C
4584,Customer 4584,Segment A,Country A,City B
4585,Customer 4585,Segment C,Country C,City A
4586,Customer 4586,Segment B,Country C,City B
4587,Customer 4587,Segment A,Country B,City E
4588,Customer 4588,Segment A,Country A,City E
4589,Customer 4589,Segment A,Country C,City E
4590,Customer 4590,Segment B,Country C,City E
4591,Customer 4591,Segment A,Country A,City A
4592,Customer 4592,Segment A,Country B,City A
4593,Customer 4593,Segment C,Country A,City B
4594,Customer 4594,Segment A,Country A,City E
4595,Customer 4595,Segment C,Country C,City E
4596,Customer 4596,Segment C,Country A,City D
4597,Customer 4597,Segment C,Country C,City E
4598,Customer 4598,Segment C,Country C,City D
4599,Customer 4599,Segment B,Country A,City B
4600,Customer 4600,Segment A,Country C,City D
4601,Customer 4601,Segment A,Country C,City C
4602,Customer 4602,Segment A,Country A,City A
4603,Customer 4603,Segment A,Country C,City D
4604,Customer 4604,Segment C,Country A,City D
4605,Customer 4605,Segment C,Country C,City D
4606,Customer 4606,Segment C,Country C,City B
4607,Customer 4607,Segment A,Country A,City B
4608,Customer 4608,Segment C,Country B,City E
4609,Customer 4609,Segment C,Country C,City A
4610,Customer 4610,Segment A,Country A,City C
4611,Customer 4611,Segment C,Country B,City C
4612,Customer 4612,Segment A,Country A,City C
4613,Customer 4613,Segment A,Country A,City B
4614,Customer 4614,Segment C,Country C,City E
4615,Customer 4615,Segment C,Country A,City B
4616,Customer 4616,Segment A,Country C,City B
4617,Customer 4617,Segment C,Country C,City A
4618,Customer 4618,Segment B,Country C,City A
4619,Customer 4619,Segment A,Country B,City C
4620,Customer 4620,Segment C,Country C,City A
4621,Customer 4621,Segment C,Country A,City B
4622,Customer 4622,Segment C,Country B,City B
4623,Customer 4623,Segment B,Country C,City E
4624,Customer 4624,Segment C,Country B,City E
4625,Customer 4625,Segment A,Country C,City C
4626,Customer 4626,Segment C,Country B,City B
4627,Customer 4627,Segment A,Country B,City E
4628,Customer 4628,Segment C,Country C,City B
4629,Customer 4629,Segment B,Country C,City A
4630,Customer 4630,Segment C,Country B,City E
4631,Customer 4631,Segment A,Country B,City C
4632,Customer 4632,Segment B,Country B,City D
4633,Customer 4633,Segment A,Country C,City D
4634,Customer 4634,Segment A,Country B,City E
4635,Customer 4635,Segment A,Country C,City D
4636,Customer 4636,Segment A,Country A,City E
4637,Customer 4637,Segment C,Country C,City A
4638,Customer 4638,Segment A,Country B,City B
4639,Customer 4639,Segment A,Country B,City C
4640,Customer 4640,Segment B,Country B,City B
4641,Customer 4641,Segment B,Country B,City B
